"Código IBGE","Estado","Município","URL","Gentílico","População estimada","População no último censo","Densidade demográfica","Salário médio mensal dos trabalhadores formais","Pessoal ocupado","População ocupada","Percentual da população com rendimento nominal mensal per capita de até 1/2 salário mínimo","Taxa de escolarização de 6 a 14 anos de idade","IDEB – Anos iniciais do ensino fundamental (Rede pública)","IDEB – Anos finais do ensino fundamental (Rede pública)","Matrículas no ensino fundamental","Matrículas no ensino médio","Docentes no ensino fundamental","Docentes no ensino médio","Número de estabelecimentos de ensino fundamental","Número de estabelecimentos de ensino médio","PIB per capita","Percentual das receitas oriundas de fontes externas","Índice de Desenvolvimento Humano Municipal (IDHM)","Total de receitas realizadas","Total de despesas empenhadas","Mortalidade Infantil","Internações por diarreia","Estabelecimentos de Saúde SUS","Área da unidade territorial","Esgotamento sanitário adequado","Arborização de vias públicas","Urbanização de vias públicas","Bioma","Sistema Costeiro-Marinho","Hierarquia urbana","Região de Influência","Região intermediária","Região imediata","Mesorregião","Microrregião"
"2701209","PR","cacimbinhas","https://cidades.ibge.gov.br/brasil/al/cacimbinhas","cacimbinhense","10.920 pessoas","10.195 pessoas","37,35 hab/km² hab/km²","1,6 salários mínimos","940 pessoas","8,7 %","53,7 %","96,5 %","5,6","4,6","1.827 matrículas","441 matrículas","93 docentes","30 docentes","7 escolas","2 escolas","8.781,74 R$","93,9 %","0,531","31.967,53 R$ (×1000)","31.708,31 R$ (×1000)","11,76 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","11 estabelecimentos","281,692 km²","0,4 %","68,2 %","7,1 %","Caatinga","Não pertence","Centro Local (5)","Palmeira dos Índios - Centro Subregional B (3B)","Arapiraca","Palmeira dos Índios","Agreste Alagoano","Palmeira dos Índios"
"2701902","PR","cha-preta","https://cidades.ibge.gov.br/brasil/al/cha-preta","chã-pretense","7.311 pessoas","7.146 pessoas","41,34 hab/km² hab/km²","1,7 salários mínimos","460 pessoas","6,3 %","51,4 %","97,6 %","5,3","4,7","1.112 matrículas","240 matrículas","45 docentes","12 docentes","8 escolas","1 escolas","15.809,36 R$","89 %","0,575","28.167,94 R$ (×1000)","22.980,08 R$ (×1000)","11,24 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","5 estabelecimentos","157,831 km²","5,9 %","16,7 %","7,4 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Maceió/AL - Capital Regional A (2A)","Maceió","Atalaia","Leste Alagoano","Serrana dos Quilombos"
"2702603","PR","feira-grande","https://cidades.ibge.gov.br/brasil/al/feira-grande","feira-grandense","22.192 pessoas","21.321 pessoas","123,42 hab/km² hab/km²","2,0 salários mínimos","910 pessoas","4,1 %","56,8 %","94,8 %","4,1","4,0","3.303 matrículas","741 matrículas","170 docentes","28 docentes","27 escolas","1 escolas","14.675,24 R$","93,1 %","0,533","49.390,47 R$ (×1000)","42.712,91 R$ (×1000)","11,73 óbitos por mil nascidos vivos","1,6 internações por mil habitantes","13 estabelecimentos","175,906 km²","7,8 %","52,3 %","3 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Arapiraca","Agreste Alagoano","Arapiraca"
"2700706","PR","batalha","https://cidades.ibge.gov.br/brasil/al/batalha","batalhense","18.440 pessoas","17.076 pessoas","53,21 hab/km² hab/km²","1,6 salários mínimos","1.511 pessoas","8,3 %","49,1 %","95,9 %","5,5","4,7","2.691 matrículas","994 matrículas","148 docentes","62 docentes","22 escolas","3 escolas","9.068,67 R$","90,4 %","0,594","53.185,34 R$ (×1000)","49.101,41 R$ (×1000)","14,18 óbitos por mil nascidos vivos","3 internações por mil habitantes","18 estabelecimentos","315,870 km²","21 %","85,7 %","5,6 %","Caatinga","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Pão de Açúcar - Olho d'Água das Flores ¿ Batalha","Sertão Alagoano","Batalha"
"2702702","PR","feliz-deserto","https://cidades.ibge.gov.br/brasil/al/feliz-deserto","feliz-desertense","4.803 pessoas","4.345 pessoas","47,31 hab/km² hab/km²","1,6 salários mínimos","499 pessoas","10,5 %","53 %","96,5 %","5,6","5,2","685 matrículas","168 matrículas","34 docentes","12 docentes","3 escolas","1 escolas","26.515,77 R$","98,5 %","0,565","19.437,65 R$ (×1000)","15.753,56 R$ (×1000)","26,32 óbitos por mil nascidos vivos","1,9 internações por mil habitantes","4 estabelecimentos","110,062 km²","1,5 %","34,6 %","33,6 %","Mata Atlântica","Pertence","Centro Local (5)","Coruripe - Centro de Zona B (4B)","Maceió","Penedo","Leste Alagoano","Penedo"
"2701704","PR","capela","https://cidades.ibge.gov.br/brasil/al/capela","capelense","16.907 pessoas","17.077 pessoas","70,39 hab/km² hab/km²","1,5 salários mínimos","1.635 pessoas","9,6 %","49 %","93 %","5,2","4,0","2.566 matrículas","553 matrículas","130 docentes","47 docentes","16 escolas","3 escolas","10.749,33 R$","95,1 %","0,573","49.802,32 R$ (×1000)","51.060,48 R$ (×1000)","15,94 óbitos por mil nascidos vivos","1,5 internações por mil habitantes","13 estabelecimentos","263,735 km²","55,3 %","36,7 %","32,7 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Maceió/AL - Capital Regional A (2A)","Maceió","Atalaia","Leste Alagoano","Mata Alagoana"
"2702801","PR","flexeiras","https://cidades.ibge.gov.br/brasil/al/flexeiras","flexeirense","12.823 pessoas","12.325 pessoas","36,99 hab/km² hab/km²","1,0 salários mínimos","1.063 pessoas","8,3 %","51,1 %","95,8 %","5,3","3,9","1.807 matrículas","- matrículas","78 docentes","- docentes","5 escolas","- escolas","11.307,07 R$","- %","0,527","- R$ (×1000)","- R$ (×1000)","5,75 óbitos por mil nascidos vivos","1,8 internações por mil habitantes","8 estabelecimentos","333,756 km²","59 %","37,3 %","15,1 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Maceió/AL - Capital Regional A (2A)","Maceió","Maceió","Leste Alagoano","Mata Alagoana"
"2702553","PR","estrela-de-alagoas","https://cidades.ibge.gov.br/brasil/al/estrela-de-alagoas","estrelense","18.304 pessoas","17.251 pessoas","66,41 hab/km² hab/km²","1,4 salários mínimos","856 pessoas","4,7 %","56 %","96,7 %","4,6","3,8","2.055 matrículas","462 matrículas","91 docentes","19 docentes","11 escolas","1 escolas","6.405,96 R$","97,3 %","0,534","56.328,65 R$ (×1000)","45.959,25 R$ (×1000)","9,26 óbitos por mil nascidos vivos","1,2 internações por mil habitantes","13 estabelecimentos","260,772 km²","6,4 %","73 %","0,7 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Palmeira dos Índios - Centro Subregional B (3B)","Arapiraca","Palmeira dos Índios","Agreste Alagoano","Palmeira dos Índios"
"2702405","PR","delmiro-gouveia","https://cidades.ibge.gov.br/brasil/al/delmiro-gouveia","delmirense","52.501 pessoas","48.096 pessoas","79,13 hab/km² hab/km²","1,7 salários mínimos","5.666 pessoas","10,9 %","46,8 %","96,1 %","4,7","4,3","8.414 matrículas","1.583 matrículas","403 docentes","106 docentes","35 escolas","6 escolas","10.039,86 R$","94,7 %","0,612","101.820,86 R$ (×1000)","108.857,70 R$ (×1000)","12,52 óbitos por mil nascidos vivos","1,5 internações por mil habitantes","30 estabelecimentos","628,545 km²","72,7 %","66,9 %","9,5 %","Caatinga","Não pertence","Centro Subregional B (3B)","Arranjo Populacional de Maceió/AL - Capital Regional A (2A)\; Paulo Afonso - Centro Subregional A (3A)","Arapiraca","Delmiro Gouveia","Sertão Alagoano","Alagoana do Sertão do São Francisco"
"2703502","PR","jacuipe","https://cidades.ibge.gov.br/brasil/al/jacuipe","jacuipense","6.992 pessoas","6.997 pessoas","33,26 hab/km² hab/km²","1,7 salários mínimos","476 pessoas","6,8 %","52,2 %","96,8 %","5,3","4,4","931 matrículas","259 matrículas","55 docentes","16 docentes","5 escolas","1 escolas","24.373,25 R$","94,4 %","0,548","34.012,66 R$ (×1000)","25.353,42 R$ (×1000)","17,24 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","3 estabelecimentos","208,738 km²","24,3 %","54,7 %","36,3 %","Mata Atlântica","Não pertence","Centro Local (5)","Palmares - Centro Subregional B (3B)\; Porto Calvo - Centro de Zona B (4B)","Maceió","Porto Calvo - São Luís do Quitunde","Leste Alagoano","Mata Alagoana"
"2703403","PR","jacare-dos-homens","https://cidades.ibge.gov.br/brasil/al/jacare-dos-homens","jacarezeiro","5.185 pessoas","5.413 pessoas","38,03 hab/km² hab/km²","1,8 salários mínimos","267 pessoas","5,1 %","50,2 %","97,6 %","4,7","4,5","988 matrículas","197 matrículas","49 docentes","14 docentes","9 escolas","1 escolas","8.756,97 R$","97,8 %","0,583","19.618,64 R$ (×1000)","17.950,94 R$ (×1000)","- óbitos por mil nascidos vivos","3,2 internações por mil habitantes","11 estabelecimentos","148,992 km²","6,7 %","23,1 %","4,1 %","Caatinga","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Pão de Açúcar - Olho d'Água das Flores ¿ Batalha","Sertão Alagoano","Batalha"
"2701506","PR","campo-grande","https://cidades.ibge.gov.br/brasil/al/campo-grande","campo-grandense","9.576 pessoas","9.032 pessoas","53,98 hab/km² hab/km²","1,4 salários mínimos","617 pessoas","6,5 %","58,7 %","96,3 %","4,6","4,2","1.399 matrículas","- matrículas","88 docentes","- docentes","22 escolas","- escolas","8.976,96 R$","- %","0,524","25.870,74 R$ (×1000)","29.541,60 R$ (×1000)","21,13 óbitos por mil nascidos vivos","2,4 internações por mil habitantes","10 estabelecimentos","170,144 km²","7,4 %","79,8 %","13,3 %","Caatinga","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Arapiraca","Agreste Alagoano","Arapiraca"
"2702207","PR","coqueiro-seco","https://cidades.ibge.gov.br/brasil/al/coqueiro-seco","coqueirense","5.882 pessoas","5.526 pessoas","139,09 hab/km² hab/km²","1,8 salários mínimos","651 pessoas","11,1 %","48,3 %","95,7 %","5,2","4,4","903 matrículas","183 matrículas","42 docentes","12 docentes","5 escolas","1 escolas","11.856,95 R$","93,5 %","0,586","26.354,15 R$ (×1000)","24.716,31 R$ (×1000)","13,16 óbitos por mil nascidos vivos","2,4 internações por mil habitantes","4 estabelecimentos","39,608 km²","16,4 %","66 %","3,9 %","Mata Atlântica","Pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Maceió/AL","Arranjo Populacional do Recife/PE - Metrópole (1C)","Maceió","Maceió","Leste Alagoano","Maceió"
"2703304","PR","inhapi","https://cidades.ibge.gov.br/brasil/al/inhapi","inhapiense","18.398 pessoas","17.898 pessoas","47,49 hab/km² hab/km²","1,9 salários mínimos","802 pessoas","4,4 %","56,9 %","82,8 %","5,3","4,4","3.213 matrículas","662 matrículas","129 docentes","30 docentes","21 escolas","3 escolas","6.413,19 R$","- %","0,484","45.353,01 R$ (×1000)","43.619,85 R$ (×1000)","6,47 óbitos por mil nascidos vivos","1,1 internações por mil habitantes","6 estabelecimentos","372,019 km²","12,6 %","81,6 %","0 %","Caatinga","Não pertence","Centro Local (5)","Delmiro Gouveia - Centro Subregional B (3B)","Arapiraca","Delmiro Gouveia","Sertão Alagoano","Serrana do Sertão Alagoano"
"2703601","PR","japaratinga","https://cidades.ibge.gov.br/brasil/al/japaratinga","japaratinguense","8.444 pessoas","7.754 pessoas","90,22 hab/km² hab/km²","1,5 salários mínimos","1.145 pessoas","13,7 %","50,5 %","96,6 %","4,3","3,6","1.679 matrículas","276 matrículas","80 docentes","15 docentes","13 escolas","1 escolas","19.400,16 R$","92,6 %","0,570","21.543,62 R$ (×1000)","22.209,75 R$ (×1000)","12,9 óbitos por mil nascidos vivos","1 internações por mil habitantes","5 estabelecimentos","85,356 km²","11,3 %","46,9 %","10,4 %","Mata Atlântica","Pertence","Centro Local (5)","Arranjo Populacional de Maceió/AL - Capital Regional A (2A)","Maceió","Porto Calvo - São Luís do Quitunde","Leste Alagoano","Litoral Norte Alagoano"
"2702355","PR","craibas","https://cidades.ibge.gov.br/brasil/al/craibas","craibense","24.396 pessoas","22.641 pessoas","83,44 hab/km² hab/km²","1,7 salários mínimos","2.199 pessoas","9,1 %","57,1 %","96,5 %","4,9","4,6","4.072 matrículas","830 matrículas","208 docentes","42 docentes","28 escolas","2 escolas","9.002,53 R$","91,3 %","0,525","57.049,87 R$ (×1000)","51.440,62 R$ (×1000)","16,06 óbitos por mil nascidos vivos","1,4 internações por mil habitantes","13 estabelecimentos","278,879 km²","7,4 %","65,8 %","1,6 %","Caatinga","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Arapiraca","Agreste Alagoano","Arapiraca"
"2703007","PR","ibateguara","https://cidades.ibge.gov.br/brasil/al/ibateguara","ibateguarense","15.637 pessoas","15.149 pessoas","57,10 hab/km² hab/km²","2,1 salários mínimos","755 pessoas","4,8 %","52,8 %","96,6 %","5,0","4,1","2.467 matrículas","529 matrículas","114 docentes","25 docentes","18 escolas","2 escolas","8.634,84 R$","77,6 %","0,518","37.187,68 R$ (×1000)","34.523,78 R$ (×1000)","14,87 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","6 estabelecimentos","265,312 km²","56,6 %","38,5 %","12,5 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Maceió/AL - Capital Regional A (2A)","Maceió","União dos Palmares","Leste Alagoano","Serrana dos Quilombos"
"2702504","PR","dois-riachos","https://cidades.ibge.gov.br/brasil/al/dois-riachos","riachense","11.059 pessoas","10.880 pessoas","77,45 hab/km² hab/km²","2,0 salários mínimos","520 pessoas","4,7 %","56,4 %","93,9 %","5,6","4,5","1.489 matrículas","285 matrículas","83 docentes","16 docentes","23 escolas","1 escolas","6.673,15 R$","96,2 %","0,532","31.647,09 R$ (×1000)","28.802,74 R$ (×1000)","- óbitos por mil nascidos vivos","0,1 internações por mil habitantes","6 estabelecimentos","141,621 km²","0,9 %","91,4 %","0,2 %","Caatinga","Não pertence","Centro Local (5)","Santana do Ipanema - Centro Subregional B (3B)","Arapiraca","Santana do Ipanema","Sertão Alagoano","Santana do Ipanema"
"2701407","PR","campo-alegre","https://cidades.ibge.gov.br/brasil/al/campo-alegre","campo-alegrense","57.997 pessoas","50.816 pessoas","172,20 hab/km² hab/km²","1,8 salários mínimos","5.868 pessoas","10,3 %","52,5 %","91,1 %","7,0","5,7","5.327 matrículas","1.592 matrículas","233 docentes","86 docentes","14 escolas","3 escolas","8.124,18 R$","- %","0,570","106.959,15 R$ (×1000)","104.559,81 R$ (×1000)","15,36 óbitos por mil nascidos vivos","0,7 internações por mil habitantes","10 estabelecimentos","312,726 km²","24 %","33,5 %","17,2 %","Mata Atlântica","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Maceió","São Miguel dos Campos","Leste Alagoano","São Miguel dos Campos"
"2704005","PR","junqueiro","https://cidades.ibge.gov.br/brasil/al/junqueiro","junqueirense","24.716 pessoas","23.836 pessoas","98,66 hab/km² hab/km²","1,6 salários mínimos","2.731 pessoas","11,0 %","51 %","97,8 %","7,6","6,3","3.662 matrículas","1.087 matrículas","204 docentes","45 docentes","22 escolas","1 escolas","12.811,41 R$","- %","0,575","66.133,54 R$ (×1000)","60.753,72 R$ (×1000)","11,3 óbitos por mil nascidos vivos","3,6 internações por mil habitantes","13 estabelecimentos","247,724 km²","1,2 %","70 %","6,1 %","Mata Atlântica","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Arapiraca","Leste Alagoano","São Miguel dos Campos"
"2703908","PR","jundia","https://cidades.ibge.gov.br/brasil/al/jundia","jundiaense","4.119 pessoas","4.202 pessoas","45,56 hab/km² hab/km²","1,4 salários mínimos","448 pessoas","10,8 %","50,5 %","96,2 %","4,8","4,1","701 matrículas","200 matrículas","33 docentes","10 docentes","6 escolas","1 escolas","11.111,98 R$","97,5 %","0,562","19.607,93 R$ (×1000)","17.741,22 R$ (×1000)","- óbitos por mil nascidos vivos","0,5 internações por mil habitantes","3 estabelecimentos","88,793 km²","4,2 %","30,7 %","12,9 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Maceió/AL - Capital Regional A (2A)","Maceió","Porto Calvo - São Luís do Quitunde","Leste Alagoano","Mata Alagoana"
"2703700","PR","jaramataia","https://cidades.ibge.gov.br/brasil/al/jaramataia","jaramataiense","5.751 pessoas","5.558 pessoas","53,59 hab/km² hab/km²","1,5 salários mínimos","557 pessoas","9,7 %","54,1 %","97,1 %","5,7","4,5","953 matrículas","132 matrículas","55 docentes","11 docentes","5 escolas","1 escolas","9.470,32 R$","- %","0,552","21.981,43 R$ (×1000)","19.223,91 R$ (×1000)","27,52 óbitos por mil nascidos vivos","3,7 internações por mil habitantes","8 estabelecimentos","105,416 km²","1,3 %","67,4 %","0 %","Caatinga","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Arapiraca","Sertão Alagoano","Batalha"
"2703809","PR","joaquim-gomes","https://cidades.ibge.gov.br/brasil/al/joaquim-gomes","joaquimgomense","24.167 pessoas","22.575 pessoas","75,68 hab/km² hab/km²","1,8 salários mínimos","1.612 pessoas","6,7 %","52,7 %","93,9 %","4,5","3,9","3.580 matrículas","770 matrículas","145 docentes","29 docentes","23 escolas","2 escolas","10.928,99 R$","97,6 %","0,531","67.068,59 R$ (×1000)","45.151,42 R$ (×1000)","17,29 óbitos por mil nascidos vivos","1,8 internações por mil habitantes","12 estabelecimentos","298,170 km²","16,1 %","13,4 %","9,9 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Maceió/AL - Capital Regional A (2A)","Maceió","Maceió","Leste Alagoano","Mata Alagoana"
"2704401","PR","major-isidoro","https://cidades.ibge.gov.br/brasil/al/major-isidoro","isidorense","19.923 pessoas","18.897 pessoas","41,63 hab/km² hab/km²","1,8 salários mínimos","1.219 pessoas","6,2 %","52,3 %","95,9 %","5,8","-","2.518 matrículas","730 matrículas","121 docentes","34 docentes","14 escolas","3 escolas","8.857,53 R$","92,3 %","0,566","53.868,48 R$ (×1000)","52.402,51 R$ (×1000)","23,44 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","16 estabelecimentos","442,744 km²","23,8 %","86,2 %","6,1 %","Caatinga","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Palmeira dos Índios","Sertão Alagoano","Batalha"
"2702900","PR","girau-do-ponciano","https://cidades.ibge.gov.br/brasil/al/girau-do-ponciano","girauense","41.549 pessoas","36.600 pessoas","73,11 hab/km² hab/km²","1,4 salários mínimos","1.230 pessoas","3,0 %","59,7 %","94,3 %","5,1","5,3","5.924 matrículas","1.767 matrículas","351 docentes","95 docentes","54 escolas","5 escolas","8.473,94 R$","- %","0,536","90.808,68 R$ (×1000)","83.606,57 R$ (×1000)","9,35 óbitos por mil nascidos vivos","1,8 internações por mil habitantes","12 estabelecimentos","513,454 km²","2,3 %","55,6 %","2,5 %","Caatinga","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Arapiraca","Agreste Alagoano","Arapiraca"
"2704203","PR","limoeiro-de-anadia","https://cidades.ibge.gov.br/brasil/al/limoeiro-de-anadia","limoeirense","28.904 pessoas","26.992 pessoas","85,48 hab/km² hab/km²","1,5 salários mínimos","1.996 pessoas","7,0 %","54,6 %","94,9 %","5,5","5,5","3.735 matrículas","832 matrículas","213 docentes","27 docentes","18 escolas","1 escolas","14.371,66 R$","98,4 %","0,580","60.046,71 R$ (×1000)","59.154,99 R$ (×1000)","11,4 óbitos por mil nascidos vivos","1,7 internações por mil habitantes","22 estabelecimentos","309,205 km²","11,6 %","49,9 %","16,3 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arapiraca - Capital Regional C (2C)","Arapiraca","Arapiraca","Agreste Alagoano","Arapiraca"
"2702108","PR","colonia-leopoldina","https://cidades.ibge.gov.br/brasil/al/colonia-leopoldina","leopoldinense","21.935 pessoas","20.019 pessoas","96,29 hab/km² hab/km²","1,6 salários mínimos","2.506 pessoas","11,5 %","50,8 %","92,6 %","4,5","4,7","2.761 matrículas","670 matrículas","122 docentes","25 docentes","16 escolas","1 escolas","11.732,49 R$","93,9 %","0,517","51.515,70 R$ (×1000)","50.264,62 R$ (×1000)","7,49 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","7 estabelecimentos","207,935 km²","66,6 %","31,2 %","29,6 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Maceió/AL - Capital Regional A (2A)","Maceió","Porto Calvo - São Luís do Quitunde","Leste Alagoano","Mata Alagoana"
